0.000000e+00 -1.020952e-03 
1.000000e-06 -1.023433e-03 
2.000000e-06 -1.024968e-03 
4.000000e-06 -1.023433e-03 
8.000000e-06 -1.016928e-03 
1.600000e-05 -1.018494e-03 
3.200000e-05 -1.024961e-03 
6.400000e-05 -1.023430e-03 
1.280000e-04 -1.016918e-03 
2.280000e-04 -1.017021e-03 
3.280000e-04 -1.017094e-03 
4.280000e-04 -1.017175e-03 
5.280000e-04 -1.017254e-03 
6.280000e-04 -1.017332e-03 
7.280000e-04 -1.017408e-03 
8.280000e-04 -1.017483e-03 
9.280000e-04 -1.017556e-03 
1.028000e-03 -1.017628e-03 
1.128000e-03 -1.017698e-03 
1.228000e-03 -1.017767e-03 
1.328000e-03 -1.017834e-03 
1.428000e-03 -1.017900e-03 
1.528000e-03 -1.017965e-03 
1.628000e-03 -1.018028e-03 
1.728000e-03 -1.018090e-03 
1.828000e-03 -1.018150e-03 
1.928000e-03 -1.018210e-03 
2.028000e-03 -1.018268e-03 
2.128000e-03 -1.018325e-03 
2.228000e-03 -1.018381e-03 
2.328000e-03 -1.018436e-03 
2.428000e-03 -1.018489e-03 
2.528000e-03 -1.018542e-03 
2.628000e-03 -1.018593e-03 
2.728000e-03 -1.018643e-03 
2.828000e-03 -1.018693e-03 
2.928000e-03 -1.018741e-03 
3.028000e-03 -1.018788e-03 
3.128000e-03 -1.018835e-03 
3.228000e-03 -1.018880e-03 
3.328000e-03 -1.018925e-03 
3.428000e-03 -1.018968e-03 
3.528000e-03 -1.019011e-03 
3.628000e-03 -1.019053e-03 
3.728000e-03 -1.019093e-03 
3.828000e-03 -1.019134e-03 
3.928000e-03 -1.019173e-03 
4.028000e-03 -1.019211e-03 
4.128000e-03 -1.019249e-03 
4.228000e-03 -1.019286e-03 
4.328000e-03 -1.019322e-03 
4.428000e-03 -1.019357e-03 
4.528000e-03 -1.019392e-03 
4.628000e-03 -1.019426e-03 
4.728000e-03 -1.019459e-03 
4.828000e-03 -1.019492e-03 
4.928000e-03 -1.019524e-03 
5.028000e-03 -1.019555e-03 
5.128000e-03 -1.019586e-03 
5.228000e-03 -1.019615e-03 
5.328000e-03 -1.019645e-03 
5.428000e-03 -1.019674e-03 
5.528000e-03 -1.019702e-03 
5.628000e-03 -1.019729e-03 
5.728000e-03 -1.019756e-03 
5.828000e-03 -1.019783e-03 
5.928000e-03 -1.019809e-03 
6.028000e-03 -1.019834e-03 
6.128000e-03 -1.019859e-03 
6.228000e-03 -1.019883e-03 
6.328000e-03 -1.019907e-03 
6.428000e-03 -1.019931e-03 
