0.000000e+00 -1.864068e-03 
1.000000e-06 -1.865472e-03 
2.000000e-06 -1.866339e-03 
4.000000e-06 -1.865469e-03 
8.000000e-06 -1.861802e-03 
1.600000e-05 -1.862640e-03 
3.200000e-05 -1.866343e-03 
6.400000e-05 -1.865446e-03 
1.280000e-04 -1.861802e-03 
2.280000e-04 -1.861785e-03 
3.280000e-04 -1.861797e-03 
4.280000e-04 -1.861797e-03 
5.280000e-04 -1.861797e-03 
6.280000e-04 -1.861797e-03 
7.280000e-04 -1.861797e-03 
8.280000e-04 -1.861797e-03 
9.280000e-04 -1.861797e-03 
1.028000e-03 -1.861797e-03 
1.128000e-03 -1.861797e-03 
1.228000e-03 -1.861797e-03 
1.328000e-03 -1.861797e-03 
1.428000e-03 -1.861797e-03 
1.528000e-03 -1.861797e-03 
1.628000e-03 -1.861797e-03 
1.728000e-03 -1.861797e-03 
1.828000e-03 -1.861797e-03 
1.928000e-03 -1.861797e-03 
2.028000e-03 -1.861797e-03 
2.128000e-03 -1.861797e-03 
2.228000e-03 -1.861797e-03 
2.328000e-03 -1.861797e-03 
2.428000e-03 -1.861797e-03 
2.528000e-03 -1.861797e-03 
2.628000e-03 -1.861797e-03 
2.728000e-03 -1.861797e-03 
2.828000e-03 -1.861797e-03 
2.928000e-03 -1.861797e-03 
3.028000e-03 -1.861797e-03 
3.128000e-03 -1.861797e-03 
3.228000e-03 -1.861797e-03 
3.328000e-03 -1.861797e-03 
3.428000e-03 -1.861797e-03 
3.528000e-03 -1.861797e-03 
3.628000e-03 -1.861797e-03 
3.728000e-03 -1.861797e-03 
3.828000e-03 -1.861797e-03 
3.928000e-03 -1.861797e-03 
4.028000e-03 -1.861797e-03 
4.128000e-03 -1.861797e-03 
4.228000e-03 -1.861797e-03 
4.328000e-03 -1.861797e-03 
4.428000e-03 -1.861797e-03 
4.528000e-03 -1.861797e-03 
4.628000e-03 -1.861797e-03 
4.728000e-03 -1.861797e-03 
4.828000e-03 -1.861797e-03 
4.928000e-03 -1.861797e-03 
5.028000e-03 -1.861797e-03 
5.128000e-03 -1.861797e-03 
5.228000e-03 -1.861797e-03 
5.328000e-03 -1.861797e-03 
5.428000e-03 -1.861797e-03 
5.528000e-03 -1.861797e-03 
5.628000e-03 -1.861797e-03 
5.728000e-03 -1.861797e-03 
